TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-11-25 23:17:11.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-5257
2022-11-25 23:17:11.515,0.0,0.6918087,0.0,0.0,0.0,0.60403794,0.0,0.0,0.0,0.597588,0.0,0.0,0.0,0.28478086,0.0,0.0,0.0,0.16262199,0.0,0.0,1571.4286,787.326,1060.5128,168.42491,1327.6556,-0.064208984375,0.64971923828125,0.7626953125,-2.61688232421875,3.7982177734375,0.321502685546875,1,2.0,1.0,1.0,4.0,69.42
2022-11-25 23:17:11.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:11.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:11.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:12.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:12.535,0.0,0.86551046,0.0,0.0,0.0,0.28400874,0.0,0.0,0.0,0.6625812,0.0,0.0,0.0,0.4564844,0.0,0.0,0.0,0.29787907,0.0,0.0,954.94507,828.4249,961.39197,1435.641,1025.4579,-0.0684814453125,0.677734375,0.74676513671875,-3.78326416015625,0.40374755859375,1.973876953125,1,2.0,1.0,1.0,4.0,69.42
2022-11-25 23:17:13.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:13.559,0.0,0.7174987,0.025574889,0.0,0.0,0.3778928,0.07010324,0.0,0.0,0.37014547,0.5544004,0.0,0.0,0.34832916,1.2546023,0.0,0.0,0.045324825,1.4068189,0.0,608.8278,908.20514,997.25275,1585.1282,1139.8901,-0.3311767578125,0.47137451171875,0.85430908203125,-29.56329345703125,3.297271728515625,-96.54800415039062,1,2.0,1.0,1.0,4.0,69.42
2022-11-25 23:17:13.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:14.565,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,0.0,1650.0,923.5165,174.8718,783.2967,-0.7696533203125,0.103759765625,0.69927978515625,0.22430419921875,14.602203369140625,18.520050048828125,1,2.0,1.0,1.0,4.0,69.38
2022-11-25 23:17:15.587,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,80.18315,109.59707,697.47253,447.25275,682.5641,-0.8087158203125,0.14947509765625,0.58587646484375,-3.671112060546875,-4.38140869140625,-2.3626708984375,1,4.0,4.0,1.0,4.0,69.38
2022-11-25 23:17:16.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:16.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:16.601,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,483.9194,1650.0,790.14655,622.52747,666.04395,-0.694580078125,0.14495849609375,0.61834716796875,-7.46185302734375,-14.51995849609375,-10.160980224609375,1,4.0,4.0,1.0,2.0,69.38
2022-11-25 23:17:17.632,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,1477.5458,22.564102,815.9341,17.326008,778.46155,-0.67279052734375,0.07318115234375,0.73876953125,0.28411865234375,0.67291259765625,-2.3626708984375,1,4.0,2.0,1.0,4.0,69.38
2022-11-25 23:17:18.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:18.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:18.640,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,8.058608,418.64468,800.6227,591.50183,1035.1282,-0.64508056640625,0.03277587890625,0.71697998046875,-5.2337646484375,0.800018310546875,1.8841552734375,1,4.0,2.0,2.0,4.0,69.38
2022-11-25 23:17:19.670,0.0,0.34404773,0.025574889,0.0,0.0,0.20522638,0.07010324,0.0,0.0,0.19238159,0.5544004,0.0,0.0,0.2621819,1.2546023,0.0,0.0,0.021991344,1.4068189,0.0,745.82416,932.381,928.7546,1346.9963,1413.0769,-0.8231201171875,0.06787109375,0.54730224609375,-5.5029296875,-3.050537109375,1.57012939453125,1,4.0,1.0,1.0,4.0,69.38
2022-11-25 23:17:19.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:20.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-25 23:17:20.684,0.0,0.34404773,0.91063064,0.0,0.0,0.20522638,0.7272262,0.0,0.0,0.19238159,0.42287824,0.0,0.0,0.2621819,-0.016740398,0.0,0.0,0.021991344,-0.14182623,0.0,1312.3444,781.685,888.0586,1074.6154,1357.8755,-0.7783203125,0.1312255859375,0.6075439453125,-3.267364501953125,2.1832275390625,0.829925537109375,1,4.0,1.0,1.0,4.0,69.38
2022-11-25 23:17:21.697,0.0,0.8041649,0.47011772,0.0,0.0,0.2696719,0.46322927,0.0,0.0,-0.029125698,0.52459353,0.0,0.0,-0.05665355,-0.04832331,0.0,0.0,-0.20302925,-0.19186774,0.0,1039.1575,793.7729,857.8388,904.9817,1183.0037,-0.7777099609375,0.13433837890625,0.59979248046875,-2.684173583984375,3.790740966796875,0.157012939453125,1,4.0,1.0,1.0,2.0,69.38
2022-11-25 23:17:22.732,0.0,0.9616657,0.13134842,0.0,0.0,0.23645087,-0.0109145595,0.0,0.0,0.32703564,0.3490943,0.0,0.0,0.06808536,-0.032131027,0.0,0.0,-0.25215414,-0.1635794,0.0,1546.044,873.95605,969.85345,174.06593,1270.8425,-0.81689453125,0.14129638671875,0.54339599609375,-3.013153076171875,4.08233642578125,0.874786376953125,1,4.0,1.0,1.0,2.0,69.38
2022-11-25 23:17:23.751,0.0,0.8765216,0.60375005,0.0,0.0,0.09794207,0.23567274,0.0,0.0,0.34968916,0.5366025,0.0,0.0,0.14400549,0.20730117,0.0,0.0,-0.23043658,-0.11352051,0.0,85.42124,880.40295,961.39197,196.63004,1447.326,-0.845703125,0.13665771484375,0.57049560546875,-1.697235107421875,8.01513671875,0.31402587890625,1,4.0,1.0,1.0,4.0,69.38
2022-11-25 23:17:24.769,0.0,0.69162345,0.7402532,0.0,0.0,-0.025514634,0.3638558,0.0,0.0,0.2019654,0.3827855,0.0,0.0,0.20566164,0.46270886,0.0,0.0,-0.09646012,-0.0969645,0.0,251.42857,784.10254,834.4689,567.326,568.1319,-0.8045654296875,0.146728515625,0.566162109375,-2.79632568359375,2.504730224609375,1.31591796875,1,4.0,1.0,1.0,4.0,69.34
2022-11-25 23:17:25.781,0.0,0.5442192,0.3699757,0.0,0.0,0.07701204,0.36076385,0.0,0.0,0.2415166,0.64679885,0.0,0.0,0.056290586,0.035707653,0.0,0.0,-0.19640675,-0.18827428,0.0,460.9524,817.5458,860.2564,665.64105,612.0513,-0.85382080078125,0.115966796875,0.47296142578125,-5.9814453125,4.358978271484375,4.17205810546875,1,4.0,1.0,1.0,2.0,69.34
2022-11-25 23:17:26.794,0.0,0.69805855,0.27344638,0.0,0.0,0.24974775,0.46308574,0.0,0.0,0.20895182,0.67873067,0.0,0.0,-0.024416758,0.13390417,0.0,0.0,-0.24895756,-0.14526345,0.0,806.6667,856.2271,868.315,971.06226,836.08057,-0.808349609375,0.157958984375,0.57977294921875,-4.089813232421875,3.18511962890625,2.280426025390625,1,4.0,1.0,1.0,2.0,69.34
2022-11-25 23:17:27.813,0.0,0.7750891,0.43156722,0.0,0.0,0.28366324,0.3976926,0.0,0.0,0.110695586,0.6415223,0.0,0.0,0.08107938,0.22370526,0.0,0.0,-0.10110517,-0.096362464,0.0,21.35531,776.04395,751.4652,0.0,571.75824,-0.8873291015625,0.12457275390625,0.5008544921875,0.10467529296875,7.476806640625,4.807586669921875,1,4.0,1.0,1.0,2.0,69.34
