TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-11-02 15:20:39.515,0.35984713,0.5186607,0.9177242,0.119619,-0.12487893,-0.14057687,0.45847064,-0.3941429,0.39806575,0.10459328,0.71314025,0.27927125,0.1361507,-0.5667477,0.06530332,-0.15284242,-0.039982773,-1.0198363,-0.8505778,-0.19079337,724.4689,840.9158,842.9304,722.4542,338.86447,-0.7132568359375,0.28106689453125,0.6458740234375,-2.452392578125,1.786956787109375,0.889739990234375,1,1.0,1.0,1.0,1.0,47.59
2020-11-02 15:20:40.525,-0.021616902,0.15592857,0.21993086,0.33149686,-0.530555,-0.4776648,-0.11565146,-0.36459738,0.21179791,0.108771846,-0.02669358,0.1987434,0.21041551,-0.5913756,-0.34907228,-0.047136433,-0.05633981,-0.9613254,-0.9142936,-0.08465944,757.50916,847.76556,837.6923,782.49084,207.9121,-0.7174072265625,0.27947998046875,0.63433837890625,-2.863616943359375,1.652374267578125,1.016845703125,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:41.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2020-11-02 15:20:41.537,-0.3061185,0.5252624,0.57005924,0.57993263,-0.74427515,0.1546618,0.4027284,-0.23185498,-0.22912894,0.25128403,0.2631216,0.16116518,0.13070962,-0.29198867,-0.2147763,0.03193469,-0.18433765,-0.6004653,-0.5051385,0.0022606638,891.28204,844.1392,832.4542,915.4579,1566.5934,-0.71575927734375,0.28369140625,0.63885498046875,-2.459869384765625,2.355194091796875,0.919647216796875,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:42.557,-0.3061185,0.07863199,1.0348932,0.57993263,-0.74427515,-0.3632416,0.43626902,-0.23185498,-0.22912894,-0.11471702,0.60628843,0.16116518,0.13070962,-0.34943974,-0.09657716,0.03193469,-0.18433765,-0.6472176,-0.6302672,0.0022606638,898.1319,843.73627,832.0513,902.96704,1512.6007,-0.71417236328125,0.2769775390625,0.636474609375,-2.250518798828125,1.517791748046875,1.502838134765625,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:43.565,0.52936405,0.07608798,1.4124264,0.54630005,0.3044494,-0.36945343,0.92871857,0.2641165,1.3315793,0.029509382,0.71943074,0.95275104,0.33458322,-0.45703492,0.051174536,0.35812962,0.15233982,-0.76011944,-0.7118115,0.14272675,884.0293,838.9011,849.3773,886.4469,695.4579,-0.72088623046875,0.2828369140625,0.63226318359375,-2.056121826171875,2.25799560546875,1.57012939453125,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:44.567,0.37945253,0.1207652,1.1135283,0.22894058,0.33496898,-0.41494393,0.54400724,0.34258306,1.3011241,0.019998975,0.46566826,1.2053938,0.22011659,-0.4263784,-0.21474934,0.25891688,-0.1416009,-0.8704939,-0.8285797,-0.1526109,920.696,840.9158,841.7216,927.9487,1551.6849,-0.72442626953125,0.2802734375,0.63189697265625,-2.444915771484375,2.0037841796875,1.069183349609375,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:45.577,0.27514312,-0.10187328,0.7376732,0.33953002,0.27803972,-0.73159415,0.081021994,0.24997438,1.3347197,-0.14577328,0.22695386,1.3506713,0.16524859,-0.5978925,-0.4245261,0.19374353,-0.5525263,-1.0716156,-1.0432485,-0.4884446,892.8938,838.49817,837.6923,902.1612,1042.7839,-0.72137451171875,0.2828369140625,0.6275634765625,-2.295379638671875,2.115936279296875,1.248626708984375,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:46.579,0.29568776,-0.07050146,0.036040176,0.23938803,0.19960874,-0.70985323,-0.26225433,0.08477858,1.3321037,-0.4975738,0.076652706,1.3958213,-0.010457565,-0.82828426,-0.56629926,0.035747018,-0.5042783,-1.0551035,-0.97029966,-0.5706094,809.89014,835.6777,847.76556,820.7692,305.0183,-0.72650146484375,0.2801513671875,0.62811279296875,-2.392578125,1.9439697265625,1.06170654296875,1,1.0,1.0,1.0,1.0,47.64
2020-11-02 15:20:47.581,0.1513784,-0.25067356,-0.3426932,-0.06926388,0.25278616,-0.31070468,-0.16386953,0.22332165,1.1748736,-0.32339743,0.043737315,1.3904083,0.1415172,-0.5421158,-0.5699349,-0.01016139,-0.3773043,-1.0229452,-0.9755445,-0.5425608,842.9304,837.28937,844.5421,840.9158,463.36996,-0.72613525390625,0.28228759765625,0.62786865234375,-2.355194091796875,1.981353759765625,1.18133544921875,1,1.0,1.0,1.0,1.0,47.64
