TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-04-07 23:10:53.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-07 23:10:53.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:10:54.498,0.34487283,0.0,1.2483281,0.0,0.37056696,0.0,0.9368396,0.0,0.47547188,0.0,0.9902295,0.0,0.0945558,0.0,-0.019509945,0.0,-0.13850798,0.0,-0.5470742,0.0,771.6117,892.8938,847.76556,518.97437,468.60806,-0.6986083984375,0.2523193359375,0.66986083984375,-2.444915771484375,2.415008544921875,0.01495361328125,1,1.0,1.0,1.0,1.0,41.50
2022-04-07 23:10:55.521,0.7208455,0.1643147,1.058535,0.0,-0.087425895,0.10901343,1.0710796,0.0,1.2087234,0.55691373,0.8791114,0.0,0.27316606,1.3060644,-0.041471586,0.0,0.0818489,0.9963708,-0.46856332,0.0,847.3626,842.52747,853.8095,1003.69965,1062.1245,-0.69775390625,0.26055908203125,0.66802978515625,-2.58697509765625,1.65985107421875,0.994415283203125,1,1.0,1.0,1.0,1.0,41.50
2022-04-07 23:10:56.524,0.5939728,0.1643147,0.9616973,1.0256107,0.04659497,0.10901343,0.61589813,0.5634772,1.2631955,0.55691373,0.65717393,1.5519718,0.29672074,1.3060644,0.11359204,0.77389824,-0.03309406,0.9963708,-0.45580187,0.43716186,861.06226,819.5604,833.2601,1092.7472,1077.4359,-0.69415283203125,0.2626953125,0.67218017578125,-2.385101318359375,2.07855224609375,0.740203857421875,1,1.0,1.0,1.0,1.0,41.50
2022-04-07 23:10:57.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-04-07 23:10:57.540,0.41965982,0.7618926,0.49933758,0.6772157,0.44244847,0.44097826,0.56553435,0.5619522,1.3282197,0.89525324,0.6359741,1.4036602,0.35057598,1.0895385,0.11413983,0.7324765,-0.19689354,0.81960446,-0.48237276,0.3023419,831.2454,852.1978,848.97437,947.28937,1085.4945,-0.6988525390625,0.2630615234375,0.6676025390625,-2.4822998046875,2.07855224609375,0.8673095703125,1,1.0,1.0,1.0,1.0,41.50
2022-04-07 23:10:57.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:10:58.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:10:58.568,0.26943085,0.7618926,0.66337264,0.73480964,0.29615143,0.44097826,0.24324392,0.75361156,1.3371007,0.89525324,0.35823584,1.4633863,0.3011896,1.0895385,-0.08161894,0.8754459,-0.21013577,0.81960446,-0.5476461,0.16190018,841.31866,855.82416,865.4945,1037.9487,1121.3553,-0.697998046875,0.260009765625,0.66815185546875,-2.5421142578125,2.071075439453125,0.261688232421875,1,1.0,1.0,1.0,1.0,41.50
2022-04-07 23:10:58.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:10:59.576,0.33837953,0.7618926,0.6494982,0.5225504,0.2849478,0.44097826,0.46971387,0.70635504,1.1185054,0.89525324,0.2230797,1.1977438,0.097974405,1.0895385,-0.026852123,0.77904993,-0.09598586,0.81960446,-0.5386954,0.07048338,857.03296,822.7839,867.50916,811.9048,645.09155,-0.6990966796875,0.26226806640625,0.66766357421875,-2.51220703125,2.011260986328125,0.49346923828125,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:00.580,0.20817232,0.7618926,0.49510482,0.3712382,0.15565808,0.44097826,0.25880435,0.4456099,1.1506964,0.89525324,0.19312648,1.0465255,0.09494324,1.0895385,-0.06751493,0.7621089,-0.2558348,0.81960446,-0.34237248,0.19413222,802.23444,899.34064,844.94507,689.81683,789.7436,-0.699462890625,0.26263427734375,0.6683349609375,-2.6318359375,1.854248046875,0.2093505859375,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:01.591,0.33707812,0.42857206,0.5672526,0.42512017,0.17798284,0.41307342,0.28783473,0.49195915,1.2859075,0.5785952,0.27183652,1.249754,0.17360702,0.4765943,-0.07082858,0.6429788,-0.19706073,-0.086902514,-0.33475608,0.29498053,805.05493,894.10254,845.34796,676.9231,726.8865,-0.70196533203125,0.26226806640625,0.66583251953125,-2.444915771484375,2.1234130859375,0.800018310546875,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:02.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:02.622,0.48905805,0.62995315,0.55875754,0.6181919,0.29048738,0.46741903,0.5137321,0.38716394,1.3088511,0.83936685,0.22523911,1.2639234,0.20964575,0.47993207,-0.18334779,0.54958236,-0.19732775,0.042450327,-0.47976863,0.20296225,824.3956,843.3333,845.7509,685.38464,490.3663,-0.699951171875,0.26361083984375,0.6654052734375,-2.564544677734375,1.95892333984375,0.695343017578125,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:02.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:03.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:03.625,0.3681618,0.7047011,0.520336,0.686689,0.050342675,0.50727654,0.12388418,0.32929528,1.3310692,0.8148935,0.12211338,1.2790902,0.19753802,0.56215256,0.052035246,0.54451615,-0.36159614,0.12521982,-0.3710113,0.110016756,788.1319,860.2564,850.989,581.02563,523.00366,-0.70159912109375,0.26214599609375,0.6640625,-2.594451904296875,2.0635986328125,0.1495361328125,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:03.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:04.627,0.36482537,0.7047011,0.6699038,0.5151032,0.15819688,0.50727654,0.037127007,0.2537408,1.3269806,0.8148935,0.061418984,1.259375,0.1589782,0.56215256,-0.03499875,0.43793526,-0.3485265,0.12521982,-0.3498045,0.08688576,815.5311,874.35895,864.68866,803.44324,924.3223,-0.6993408203125,0.26495361328125,0.66412353515625,-2.519683837890625,1.951446533203125,0.590667724609375,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:05.649,-0.005181622,0.6127287,0.8985363,0.4310618,0.07686689,0.3922392,0.24623582,0.3909703,1.0981841,0.80176765,0.63617074,1.2365687,0.081725225,0.51277137,-0.15293686,0.51272196,-0.31960902,0.0060404413,-0.42293283,0.12271768,891.28204,848.97437,881.6117,1023.0403,925.12823,-0.69427490234375,0.2591552734375,0.66534423828125,-2.88604736328125,1.652374267578125,-0.605621337890625,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:06.662,0.85650617,0.79575396,1.2583396,1.0836167,0.28610957,0.49349362,0.6489335,0.65764517,1.1611289,0.73290795,0.71206003,0.92106324,0.23113082,0.82472944,-0.023676865,0.56342363,-0.07120141,0.45309144,-0.31483898,0.08732313,796.1905,863.8828,850.58606,666.04395,669.67035,-0.70111083984375,0.26141357421875,0.66339111328125,-2.58697509765625,1.8841552734375,0.411224365234375,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:07.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:07.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2022-04-07 23:11:07.682,0.2721208,0.43182182,0.4476436,0.92531973,0.10564938,0.5509123,0.44165826,0.6829129,0.7942665,0.5794514,0.44848397,1.1858178,0.07171261,1.0392028,-0.21738125,0.63452655,-0.5678981,0.8554268,-0.47184533,-0.10141753,768.3883,667.25275,833.2601,564.10254,764.7619,-0.708740234375,0.2557373046875,0.6610107421875,-3.013153076171875,2.9010009765625,-0.67291259765625,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:08.700,0.386808,0.40430677,0.3302602,0.45206952,-0.044202514,0.5055326,0.22745194,0.3668187,0.6501594,0.5357825,0.17381763,1.1765143,0.08790788,1.0077496,-0.16509636,0.6845672,-0.31078988,0.819295,-0.6056145,-0.22748864,753.8828,605.2015,818.7546,469.011,709.9634,-0.7098388671875,0.2515869140625,0.656982421875,-2.51220703125,1.98883056640625,0.485992431640625,1,1.0,1.0,1.0,1.0,41.55
2022-04-07 23:11:09.723,0.6096131,0.40430677,0.65987617,0.75157404,-0.009786284,0.5055326,0.561814,0.7475468,0.3552152,0.5357825,0.5836325,0.5246188,0.29860857,1.0077496,-0.10909474,1.0293748,0.09106872,0.819295,-0.54162186,1.1344463,847.3626,829.6337,844.5421,972.27106,1212.0146,-0.7100830078125,0.251708984375,0.65850830078125,-2.474822998046875,2.0037841796875,0.859832763671875,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:10.733,0.25882068,0.40430677,0.8073571,0.32120514,0.063297145,0.5055326,0.32193747,0.30286133,0.2719843,0.5357825,0.37370816,0.662475,0.25958842,1.0077496,-0.037322216,1.0565517,0.037799638,0.819295,-0.38223457,1.1372056,846.55676,862.27106,850.18317,826.4103,639.0476,-0.70672607421875,0.25323486328125,0.660888671875,-2.67669677734375,1.368255615234375,0.22430419921875,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:11.744,0.38428786,0.40430677,0.6583862,-0.07543582,-0.057671674,0.5055326,0.38414893,-0.04620076,0.14962634,0.5357825,0.13996217,0.52622324,0.08626587,1.0077496,-0.021057187,0.7303074,-0.1887086,0.819295,-0.2950139,0.76839644,850.989,855.82416,861.4652,846.55676,725.6777,-0.70831298828125,0.2562255859375,0.66021728515625,-2.5421142578125,1.981353759765625,0.418701171875,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:12.769,0.24526607,0.9642584,0.697681,0.2697246,-0.11501011,0.95575726,0.18440038,0.16910818,0.09836497,0.8632236,0.114163876,0.80194515,0.13222176,0.98557645,0.01751825,0.37513283,-0.41875157,0.6571862,-0.2572876,-0.09566066,825.2015,830.84247,858.24176,920.293,1077.8389,-0.70538330078125,0.2567138671875,0.662109375,-2.55706787109375,1.86920166015625,0.500946044921875,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:13.795,0.2637725,1.0388157,0.6443099,0.36288828,-0.07504626,1.018422,0.19166198,0.23377992,0.1395015,0.9148134,0.15522395,0.7886682,0.087039985,0.81632525,-0.033712175,0.45127517,-0.523477,0.46125084,-0.35918385,-0.10768185,847.3626,849.7802,861.8681,850.18317,698.2784,-0.7083740234375,0.259765625,0.66021728515625,-2.4822998046875,2.10845947265625,0.545806884765625,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:14.813,0.30408484,1.0013496,0.469264,0.48596188,-0.043432854,0.68324566,0.17932054,0.32771224,0.9242657,0.76732326,0.57574326,1.4759377,0.14626554,0.6189364,-0.026567759,0.49124387,-0.47149745,0.34138003,-0.4322717,-0.12864842,796.99634,880.40295,857.03296,623.73627,567.72894,-0.70672607421875,0.25616455078125,0.66180419921875,-2.61688232421875,1.7645263671875,0.25421142578125,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:15.835,0.16063486,0.6296978,0.44742438,0.6788811,0.42698428,0.6547842,0.24514335,1.0751625,1.173555,0.8193879,0.3248398,1.6774274,0.21763083,0.7735393,-0.11241339,0.8042463,-0.5923861,0.77981836,-0.2540885,-0.11092488,796.1905,884.83514,854.21246,743.4066,869.12085,-0.70635986328125,0.257568359375,0.6600341796875,-2.594451904296875,2.07855224609375,0.157012939453125,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:16.837,0.22147709,0.56465507,0.16068909,0.63365495,0.22651201,0.7941654,0.27657935,0.5923948,1.1167544,0.90769625,0.37803856,1.4785774,0.13040842,0.64876914,-0.082990944,0.59429437,-0.4232259,0.7634608,-0.27240548,-0.10578684,870.7326,834.0659,860.65936,993.6264,969.0476,-0.7069091796875,0.259765625,0.65887451171875,-2.534637451171875,1.83929443359375,0.680389404296875,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:17.841,0.07940703,0.64240146,0.23815021,0.48365408,-0.10984188,0.71690494,0.23026122,0.21666068,1.0101781,0.90197957,0.41182393,0.8221833,0.16240078,0.5830964,-0.13028389,0.4816207,-0.45051,0.5436816,-0.37367833,-0.08342551,803.8461,859.45056,854.61536,642.674,520.989,-0.70709228515625,0.25927734375,0.657470703125,-2.340240478515625,2.452392578125,0.665435791015625,1,1.0,1.0,1.0,1.0,41.58
2022-04-07 23:11:18.847,-0.22582653,0.6098898,0.28092808,0.29574278,-0.14000443,0.44861722,0.2318383,0.17844647,0.87400305,0.80282784,0.43672854,0.6206661,0.06563605,0.678554,-0.033157192,0.500828,-0.45605758,0.52701056,-0.2626419,-0.08848572,855.0183,872.74725,852.1978,1000.87915,1100.0,-0.7086181640625,0.2591552734375,0.6600341796875,-2.564544677734375,1.71966552734375,0.31402587890625,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:19.851,-0.043104414,0.6324737,0.2045252,0.11099895,-0.18335405,0.5640664,0.10119612,0.120062284,0.82155645,0.58308125,0.27319652,0.54976577,0.059353985,0.96315795,-0.05986779,0.40771282,-0.5039449,0.80133957,-0.2884578,-0.121460095,848.97437,834.87177,852.1978,991.2088,1129.414,-0.70709228515625,0.257568359375,0.6585693359375,-2.355194091796875,2.2430419921875,0.657958984375,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:20.862,-0.1102916,0.73629975,0.40344408,0.22892573,-0.5341886,0.41387737,0.09402076,0.21296155,0.7737445,0.7156121,0.21076486,0.8890242,0.016647093,0.9126018,-0.16244337,0.30275473,-0.581189,0.63025004,-0.2399274,-0.15030617,796.5934,888.86444,855.0183,656.3736,577.8022,-0.70794677734375,0.25811767578125,0.65869140625,-2.49725341796875,2.100982666015625,0.471038818359375,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:21.866,-0.1752848,0.13572651,0.34798023,0.3210638,-0.5147091,0.39761025,0.24562144,0.16754219,0.86890835,0.68047184,0.24545968,0.96536905,0.006550101,0.50484174,-0.19071792,0.3445108,-0.3684605,0.20177825,-0.2932036,-0.041991703,848.5714,839.707,855.0183,984.35895,1135.0549,-0.70648193359375,0.2574462890625,0.65936279296875,-2.6318359375,1.757049560546875,0.231781005859375,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:22.878,0.09506331,0.42127457,0.10187584,0.46662813,-0.021720301,0.56005025,0.1479955,0.42900902,1.2870786,0.85072494,0.2630864,1.1361469,0.13029398,0.56863207,-0.15466978,0.4081097,-0.48503685,0.49154505,-0.39828655,-0.124418385,848.1685,872.74725,846.55676,842.1245,692.6374,-0.711669921875,0.25714111328125,0.6593017578125,-2.609405517578125,1.906585693359375,0.157012939453125,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:23.881,0.37775156,0.6386086,0.43951777,0.6941731,0.5713874,0.54520863,0.05448652,0.82204765,1.3266006,0.50656646,0.2056105,1.2804182,0.15556613,0.85286903,-0.17122199,0.39010277,-0.47777596,0.835493,-0.4813358,-0.040617894,844.1392,844.5421,847.76556,870.32965,768.7912,-0.70526123046875,0.2581787109375,0.6602783203125,-2.459869384765625,1.83929443359375,0.70281982421875,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:24.910,0.28426483,0.56494415,0.5222948,0.52667177,0.53625107,0.4306794,0.03567102,0.7972931,1.3076947,0.6838456,0.25796035,1.2485758,0.14684802,0.8312823,-0.14213483,0.39467898,-0.40710598,0.52816343,-0.33609962,-0.13269532,813.5165,869.92676,853.4066,698.68134,665.64105,-0.70635986328125,0.25970458984375,0.6595458984375,-2.58697509765625,2.093505859375,0.590667724609375,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:25.924,0.33243856,0.54111904,0.22036693,0.25295562,0.36545357,0.3699545,0.19777109,0.6861935,1.330118,0.6069309,0.21503508,1.2272071,0.27567628,0.6783983,-0.16099134,0.41906366,-0.3502605,0.32084042,-0.36228698,-0.16029921,838.9011,867.9121,854.21246,894.90845,1081.0623,-0.70794677734375,0.25762939453125,0.66021728515625,-2.5421142578125,1.876678466796875,0.381317138671875,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:26.934,0.1770573,0.4672109,0.2765264,0.19379142,0.17339307,0.51771474,0.27452204,0.5732569,1.178323,0.7571503,0.2613223,1.12795,0.28238836,0.6575536,-0.063824944,0.31844014,-0.51936835,0.23929521,-0.48289365,-0.25244462,805.8608,880.40295,846.55676,655.56775,495.6044,-0.70452880859375,0.2598876953125,0.65869140625,-2.40753173828125,2.213134765625,0.5682373046875,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:27.954,0.20153767,0.4048897,0.6699687,0.14200564,0.23960164,0.29548162,0.52108765,0.41415268,1.1763742,0.7233313,0.44471684,1.1359631,0.2707079,0.82828516,-0.061880793,0.40248802,-0.50353557,0.4434487,-0.43338895,-0.294436,813.91943,886.04395,848.1685,680.9524,503.663,-0.7103271484375,0.25994873046875,0.6590576171875,-2.58697509765625,1.876678466796875,0.381317138671875,1,1.0,1.0,1.0,1.0,41.61
2022-04-07 23:11:28.968,0.39962912,0.54193866,0.71580726,0.37044805,0.28504807,0.33698398,0.5701222,0.1123947,0.60182595,0.5830489,0.33625087,0.92729694,-0.020320168,0.76762015,0.0056459224,0.42198765,-0.4422493,0.54175377,-0.42501137,-0.23779885,823.5897,851.39197,854.61536,893.2967,1091.9414,-0.7061767578125,0.2586669921875,0.658203125,-2.22808837890625,2.3028564453125,0.9869384765625,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:29.983,0.44424894,0.6454305,0.38620147,0.5576114,0.2172368,0.2948139,0.1605945,0.25097468,0.54409367,0.52544236,0.10293856,0.528827,-0.12937343,0.6187471,-0.017835064,0.40713915,-0.48207343,0.38677928,-0.4598539,-0.23103683,859.0476,854.21246,860.2564,999.2674,1103.6263,-0.708251953125,0.25921630859375,0.65875244140625,-2.49725341796875,2.0635986328125,0.620574951171875,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:31.006,0.6010564,0.48252642,0.6955534,0.81977105,0.4807874,0.53468084,0.3169089,0.1564561,0.9805418,0.7011024,0.9229443,0.3899697,0.53953964,0.40699205,0.4115357,0.32225877,0.029650407,0.13599621,0.03614576,-0.27577925,822.381,882.8205,848.97437,779.2674,858.6447,-0.7093505859375,0.25946044921875,0.65771484375,-2.46734619140625,2.03369140625,0.471038818359375,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:32.039,0.21901622,0.3848024,0.50815076,0.26050764,0.29919603,0.5412054,0.17061095,0.2334966,0.93148285,0.7118969,0.8370225,0.44025373,0.30693275,0.70617384,0.24391262,0.19613509,-0.13546146,0.646316,-0.12433264,-0.3213263,837.28937,889.67035,861.4652,915.05493,1119.7435,-0.71026611328125,0.25762939453125,0.6588134765625,-2.639312744140625,1.951446533203125,0.171966552734375,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:33.050,0.059395123,0.4788681,0.36372888,1.0350367,0.13958518,0.4758611,-0.32369146,0.39503604,0.36309654,0.60642713,0.13241789,0.618364,-0.080268726,0.6926828,-0.07443633,0.22194952,-0.45875198,0.60462755,-0.38979965,-0.2562956,799.41394,873.95605,863.47986,716.0073,693.44324,-0.71038818359375,0.259765625,0.6575927734375,-2.43743896484375,2.0635986328125,0.61309814453125,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:34.082,0.11207485,0.5385735,0.42639145,0.95611393,0.0492044,0.4424105,-0.16967006,0.3182477,0.36071992,0.58191293,0.2113053,0.79264987,-0.1924101,0.46084633,-0.11290659,0.2858924,-0.4971646,0.45235768,-0.17295103,-0.18930681,853.00366,833.663,859.45056,978.315,1117.7289,-0.712158203125,0.26043701171875,0.65673828125,-2.49725341796875,1.801910400390625,0.83740234375,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:35.106,0.561775,0.5947523,0.48750132,0.5326829,-0.0608384,0.12798548,0.046651836,-0.09882013,0.31788668,0.5693003,0.25012198,0.78994846,-0.08977651,0.54018545,-0.278232,0.36264777,-0.47506925,0.102405965,-0.24358176,-0.21296796,844.1392,869.5238,846.9597,812.71063,623.73627,-0.71142578125,0.25762939453125,0.65667724609375,-2.594451904296875,1.801910400390625,0.40374755859375,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:36.124,0.39970747,0.61300766,0.37580556,0.65916187,0.0452276,0.32550827,0.11087069,0.01695943,0.41483322,0.5509062,0.079695314,0.7613369,-0.116214424,0.79319537,-0.0570682,0.2473809,-0.42828247,0.68573856,-0.41294798,-0.23834798,842.1245,865.4945,851.39197,844.94507,698.2784,-0.7095947265625,0.25799560546875,0.65924072265625,-2.52716064453125,1.757049560546875,0.35888671875,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:37.148,0.10775284,0.5437807,0.15913369,0.1647015,-0.08211807,0.20593938,0.0017340005,0.07039458,0.6742863,0.4399346,0.43883154,0.27020574,-0.0068250755,0.8103427,-0.03524332,0.24065241,-0.38514358,0.7215625,-0.36811468,-0.16012636,859.0476,835.2747,857.8388,984.7619,1106.4469,-0.7064208984375,0.25787353515625,0.6556396484375,-2.415008544921875,2.115936279296875,0.844879150390625,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:38.164,-0.07855121,0.6623111,0.4655508,0.013802316,-0.31305924,0.17058522,0.22708088,0.055420473,0.74520564,0.671608,0.5351275,0.95544964,0.08157919,0.65358305,-0.028408078,0.3332917,-0.382405,0.40885767,-0.40913218,-0.2665158,846.9597,842.1245,850.58606,867.50916,724.0659,-0.711669921875,0.25958251953125,0.656005859375,-2.49725341796875,1.68975830078125,0.7177734375,1,1.0,1.0,1.0,1.0,41.63
2022-04-07 23:11:39.172,-0.22030018,0.43466225,0.7748433,0.42668676,-0.4361378,0.48070535,0.4094641,0.2321039,0.77143466,0.5787049,0.659645,0.8556564,0.028861241,0.3523377,0.08297619,0.18892331,-0.35995165,0.26378608,-0.40136474,-0.14835262,844.94507,848.5714,862.674,926.337,1123.37,-0.7080078125,0.2569580078125,0.65655517578125,-2.310333251953125,2.093505859375,0.949554443359375,1,1.0,1.0,1.0,1.0,41.66
2022-04-07 23:11:40.173,-0.050849028,0.42360914,0.35725814,0.46636698,-0.29850885,0.41804564,0.26804584,0.2134281,0.8412772,0.6949938,0.35687995,0.5681786,0.121277824,0.63290954,-0.050914086,0.2680059,-0.33653995,0.541776,-0.40177584,-0.14487948,811.9048,868.71796,855.42126,738.97437,774.43225,-0.7122802734375,0.25897216796875,0.65618896484375,-2.355194091796875,2.10845947265625,0.814971923828125,1,1.0,1.0,1.0,1.0,41.66
