TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-11-19 14:04:39.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-5257
2022-11-19 14:04:40.047,0.9000672,1.028299,0.96664876,1.2916555,0.755581,0.63765526,0.49080342,0.9631242,1.1844308,0.3505085,0.06179269,0.910618,0.5787281,-0.24112071,-0.30922785,0.7107109,0.71756876,-0.4217973,-0.61110604,0.69221765,811.0989,834.4689,845.34796,773.6264,498.4249,0.39691162109375,0.272705078125,0.87847900390625,-50.13946533203125,-7.289886474609375,-133.87969970703125,1,1.0,1.0,1.0,1.0,37.80
2022-11-19 14:04:40.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:41.065,0.9000672,0.9113153,1.2775332,1.2916555,0.755581,-0.16335778,0.53768194,0.9631242,1.1844308,0.23222971,0.5601175,0.910618,0.5787281,-0.36114526,-0.38119102,0.7107109,0.71756876,-0.59619147,-0.74241245,0.69221765,853.8095,845.34796,860.2564,946.8865,1455.7876,0.258544921875,0.21746826171875,1.03582763671875,-12.329254150390625,2.459869384765625,-32.890472412109375,1,1.0,1.0,1.0,1.0,37.80
2022-11-19 14:04:41.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:42.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:42.073,0.9000672,0.8818645,1.2984443,1.2916555,0.755581,0.106251605,0.39594877,0.9631242,1.1844308,0.35067537,0.54797554,0.910618,0.5787281,-0.18179105,-0.3082717,0.7107109,0.71756876,-0.6108712,-0.64035505,0.69221765,809.89014,850.58606,845.7509,805.8608,346.52014,0.2498779296875,0.07916259765625,1.04913330078125,-2.340240478515625,-0.979461669921875,15.5218505859375,1,2.0,1.0,1.0,2.0,37.80
2022-11-19 14:04:42.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:43.084,0.9000672,0.460506,0.5652542,1.2916555,0.755581,0.30632105,0.08904455,0.9631242,1.1844308,0.41901436,0.1934716,0.910618,0.5787281,-0.3789298,-0.4220348,0.7107109,0.71756876,-0.92426133,-0.6418465,0.69221765,848.1685,849.7802,849.7802,817.5458,1074.6154,0.28753662109375,0.06414794921875,0.8997802734375,12.142333984375,-4.964599609375,42.3187255859375,1,2.0,1.0,1.0,2.0,37.80
2022-11-19 14:04:44.088,0.9000672,0.6328847,0.5607066,1.2916555,0.755581,0.21374626,0.15914087,0.9631242,1.1844308,0.32534575,0.13695486,0.910618,0.5787281,-0.2807438,-0.3909135,0.7107109,0.71756876,-0.73392576,-0.93823326,0.69221765,807.8755,849.3773,853.00366,840.10986,256.26373,0.300048828125,0.1785888671875,0.9505615234375,3.551483154296875,9.70489501953125,17.263946533203125,1,2.0,1.0,1.0,2.0,37.80
2022-11-19 14:04:45.093,0.9000672,0.75433415,0.071418904,1.2916555,0.755581,-0.2613326,-0.2013716,0.9631242,1.1844308,-0.17015985,0.107648954,0.910618,0.5787281,-0.2744606,-0.3475622,0.7107109,0.71756876,-0.88539976,-1.1029328,0.69221765,851.39197,853.8095,851.39197,793.7729,1050.0366,0.26116943359375,0.20123291015625,0.96923828125,-9.49554443359375,-10.0189208984375,-17.2564697265625,1,2.0,1.0,1.0,2.0,37.80
2022-11-19 14:04:46.104,0.9000672,0.8067724,-0.0073158583,1.2916555,0.755581,-0.013740473,-0.2125249,0.9631242,1.1844308,-0.06437304,0.12230982,0.910618,0.5787281,-0.256671,-0.3331464,0.7107109,0.71756876,-0.85095024,-0.9285446,0.69221765,985.16486,866.30035,846.1539,739.3773,65.27473,0.13250732421875,-0.002685546875,1.07171630859375,-16.620941162109375,9.46563720703125,-48.068389892578125,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:46.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:46.670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:47.118,0.9000672,0.84159094,-0.3018462,1.2916555,0.755581,-0.027723894,-0.5054299,0.9631242,1.1844308,0.0021409718,-0.41420746,0.910618,0.5787281,-0.37176332,-0.48186693,0.7107109,0.71756876,-0.84640676,-0.9164531,0.69221765,630.58606,850.18317,774.43225,683.7729,751.06226,0.158447265625,0.07196044921875,0.92779541015625,8.516082763671875,-15.813446044921875,-5.0543212890625,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:47.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:48.126,0.9000672,0.97811747,-0.70199996,1.2916555,0.755581,-0.06569716,-0.5450573,0.9631242,1.1844308,0.0021409718,-0.55303687,0.910618,0.5787281,-0.3481035,-0.39521334,0.7107109,0.71756876,-0.8223011,-0.84294975,0.69221765,740.58606,830.0366,870.7326,1650.0,887.25275,-0.13922119140625,0.26214599609375,0.893798828125,3.99261474609375,13.62274169921875,24.800567626953125,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:48.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:48.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:49.145,0.9000672,0.97811747,-0.70199996,1.2916555,0.755581,-0.06569716,-0.5450573,0.9631242,1.1844308,0.0021409718,-0.55303687,0.910618,0.5787281,-0.3481035,-0.39521334,0.7107109,0.71756876,-0.8223011,-0.84294975,0.69221765,807.0696,839.304,840.5128,929.5604,37.069595,0.26934814453125,0.2542724609375,0.95892333984375,-8.32916259765625,2.220611572265625,-20.95001220703125,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:50.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:50.166,0.9000672,1.4941849,1.2502097,1.2916555,0.755581,0.27822897,0.86633956,0.9631242,1.1844308,0.70925206,1.1823227,0.910618,0.5787281,0.06052429,0.17760207,0.7107109,0.71756876,-0.59972715,-0.55457765,0.69221765,22.564102,796.99634,855.42126,828.8278,297.36264,0.20501708984375,0.0654296875,0.9547119140625,0.10467529296875,12.33673095703125,9.091796875,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:50.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:50.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:50.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:51.174,0.9000672,1.1251652,1.1296314,1.2916555,0.755581,0.05192848,1.0654085,0.9631242,1.1844308,0.29625377,1.3737721,0.910618,0.5787281,0.086123765,0.227875,0.7107109,0.71756876,-0.5355561,-0.5395407,0.69221765,808.68134,835.6777,846.1539,902.5641,1021.8315,0.23394775390625,-0.00775146484375,0.90155029296875,-12.747955322265625,21.353759765625,35.888671875,1,2.0,1.0,1.0,2.0,37.84
2022-11-19 14:04:51.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-19 14:04:52.196,0.9000672,1.3212864,0.90071917,1.2916555,0.755581,0.6129909,0.43173954,0.9631242,1.1844308,0.32974198,0.24867807,0.910618,0.5787281,-0.25946623,-0.36395618,0.7107109,0.71756876,-0.7079577,-0.856456,0.69221765,943.2601,876.3736,810.293,901.75824,1275.2748,-0.18505859375,0.21209716796875,0.998046875,-3.21502685546875,-13.226470947265625,-44.703826904296875,1,2.0,1.0,1.0,2.0,37.84
